user_id,product_id,purchase_date,rating
U0306,P0143,2025-12-13,3
U0281,P0204,2024-06-13,5
U0148,P0010,2025-06-21,4
U0484,P0061,2024-08-09,4
U0385,P0141,2024-04-11,4
U0444,P0081,2024-01-01,4
U0396,P0118,2025-03-01,4
U0418,P0008,2025-08-27,3
U0011,P0012,2025-07-22,4
U0138,P0116,2025-06-10,5
U0363,P0207,2025-01-26,4
U0419,P0152,2025-10-16,2
U0281,P0176,2024-07-18,5
U0290,P0041,2025-10-15,5
U0271,P0071,2024-08-17,5
U0339,P0201,2024-06-01,4
U0233,P0146,2025-07-01,5
U0068,P0107,2025-11-17,5
U0426,P0098,2024-05-03,5
U0003,P0147,2025-03-03,5
U0185,P0090,2024-08-16,4
U0362,P0207,2025-05-13,5
U0402,P0132,2024-05-03,5
U0304,P0122,2025-05-06,4
U0028,P0068,2025-05-05,3
U0073,P0107,2025-01-23,5
U0481,P0017,2025-04-23,5
U0236,P0159,2025-08-06,5
U0471,P0084,2025-01-02,3
U0267,P0210,2024-03-23,4
U0232,P0159,2025-02-13,5
U0278,P0204,2025-01-16,3
U0329,P0016,2024-02-19,4
U0238,P0028,2024-06-06,4
U0383,P0191,2025-04-27,5
U0070,P0152,2025-02-26,4
U0161,P0002,2025-05-23,5
U0335,P0094,2025-09-23,4
U0151,P0010,2025-07-19,5
U0110,P0106,2025-03-20,4
U0212,P0023,2024-08-07,5
U0416,P0202,2024-01-09,4
U0079,P0207,2025-04-22,4
U0240,P0055,2025-08-09,5
U0452,P0087,2024-07-17,3
U0442,P0051,2025-01-24,4
U0368,P0077,2024-09-10,5
U0163,P0098,2025-07-05,5
U0361,P0195,2025-10-11,4
U0187,P0041,2024-10-06,5
U0480,P0084,2024-01-16,5
U0159,P0171,2024-04-04,5
U0352,P0112,2025-12-15,5
U0028,P0046,2024-11-01,4
U0162,P0069,2024-11-06,5
U0458,P0149,2024-08-11,5
U0461,P0192,2024-03-28,4
U0416,P0013,2024-06-04,4
U0442,P0047,2025-11-22,5
U0133,P0157,2025-01-15,4
U0392,P0190,2024-08-20,5
U0477,P0200,2025-11-01,5
U0025,P0125,2025-11-20,4
U0156,P0004,2024-12-19,3
U0143,P0178,2024-07-02,5
U0358,P0073,2024-02-18,4
U0315,P0057,2025-10-20,5
U0492,P0059,2024-06-22,5
U0494,P0061,2024-11-01,4
U0220,P0212,2024-02-18,4
U0225,P0025,2024-08-17,4
U0349,P0054,2024-10-28,4
U0298,P0096,2024-01-01,4
U0235,P0159,2025-06-01,4
U0161,P0161,2024-05-04,4
U0131,P0116,2024-11-19,5
U0077,P0073,2025-06-28,3
U0008,P0009,2024-11-14,5
U0024,P0200,2025-09-09,4
U0046,P0181,2024-03-20,5
U0145,P0086,2025-06-25,5
U0289,P0176,2025-06-28,5
U0096,P0033,2025-05-06,4
U0119,P0062,2025-11-26,5
U0235,P0195,2024-02-09,4
U0238,P0178,2024-01-15,3
U0411,P0202,2024-12-25,5
U0093,P0198,2024-11-26,5
U0465,P0202,2024-09-19,5
U0371,P0195,2024-07-04,5
U0191,P0002,2024-12-19,5
U0292,P0177,2025-03-23,5
U0470,P0200,2024-02-18,5
U0312,P0131,2025-03-26,5
U0170,P0080,2024-11-04,5
U0084,P0198,2024-10-10,5
U0321,P0059,2024-11-05,3
U0143,P0188,2024-12-28,5
U0296,P0051,2024-11-05,5
U0142,P0179,2024-04-28,3
U0436,P0179,2024-04-12,5
U0022,P0195,2024-09-03,4
U0203,P0143,2025-12-26,5
U0479,P0117,2025-06-13,5
U0050,P0058,2024-02-22,2
U0083,P0023,2025-11-27,5
U0381,P0014,2025-10-02,5
U0291,P0029,2024-07-16,1
U0029,P0021,2025-07-27,5
U0263,P0093,2025-01-10,5
U0399,P0066,2025-11-02,4
U0368,P0117,2025-01-10,5
U0193,P0078,2024-03-13,3
U0452,P0023,2025-03-09,4
U0211,P0213,2025-11-18,5
U0137,P0026,2024-09-24,4
U0305,P0159,2024-12-20,5
U0076,P0186,2025-12-03,5
U0293,P0068,2024-04-18,4
U0123,P0185,2025-08-06,5
U0342,P0086,2024-04-08,4
U0104,P0009,2024-02-03,5
U0188,P0136,2025-07-01,4
U0369,P0117,2025-12-19,5
U0256,P0119,2025-10-23,5
U0409,P0185,2025-04-12,5
U0439,P0185,2025-02-14,4
U0144,P0010,2025-05-12,2
U0358,P0147,2025-10-10,5
U0306,P0128,2025-07-10,5
U0094,P0198,2024-08-28,5
U0063,P0074,2024-11-09,5
U0299,P0029,2025-02-10,5
U0454,P0152,2025-10-14,4
U0493,P0005,2024-09-21,5
U0073,P0021,2025-12-18,4
U0470,P0072,2025-03-07,4
U0497,P0190,2024-07-17,5
U0133,P0045,2024-02-16,4
U0495,P0029,2025-06-24,5
U0114,P0119,2025-03-19,4
U0350,P0054,2024-08-01,3
U0467,P0192,2025-03-27,4
U0275,P0054,2025-11-17,5
U0024,P0041,2025-11-06,5
U0034,P0005,2025-11-28,5
U0062,P0207,2025-04-19,5
U0064,P0056,2025-09-26,5
U0102,P0164,2025-12-05,5
U0308,P0148,2025-04-12,3
U0192,P0091,2024-04-05,4
U0328,P0209,2025-04-23,5
U0090,P0122,2025-12-23,5
U0401,P0201,2025-04-05,4
U0047,P0142,2025-01-17,4
U0311,P0217,2024-04-13,2
U0114,P0143,2024-12-03,5
U0253,P0216,2025-12-25,4
U0441,P0108,2025-04-11,4
U0497,P0177,2024-03-06,5
U0261,P0161,2025-05-05,4
U0344,P0145,2024-12-27,5
U0351,P0048,2024-12-12,4
U0194,P0002,2025-04-12,5
U0461,P0059,2024-02-28,5
U0273,P0071,2025-05-04,5
U0118,P0079,2024-11-18,4
U0007,P0019,2024-07-06,4
U0030,P0005,2025-04-19,5
U0243,P0099,2024-06-24,4
U0244,P0057,2025-10-03,5
U0480,P0018,2025-02-14,5
U0138,P0157,2025-06-14,4
U0292,P0024,2025-10-07,5
U0231,P0093,2024-01-16,5
U0416,P0008,2024-07-06,5
U0037,P0167,2025-02-05,5
U0046,P0002,2024-10-08,5
U0207,P0136,2025-07-02,5
U0268,P0161,2024-07-16,5
U0119,P0134,2024-03-15,5
U0346,P0118,2025-12-19,5
U0274,P0167,2025-06-08,5
U0480,P0200,2025-04-04,5
U0323,P0085,2025-04-01,5
U0345,P0149,2025-03-08,3
U0024,P0021,2024-06-27,2
U0140,P0145,2025-05-16,1
U0026,P0125,2025-07-10,4
U0341,P0128,2025-05-19,4
U0231,P0023,2025-04-13,5
U0219,P0009,2025-06-02,2
U0126,P0106,2025-04-02,5
U0198,P0145,2025-10-06,5
U0357,P0112,2024-01-23,4
U0239,P0046,2025-06-04,4
U0431,P0061,2025-06-10,4
U0223,P0093,2025-05-24,4
U0364,P0158,2025-10-04,4
U0476,P0063,2024-12-28,4
U0295,P0105,2025-01-17,5
U0429,P0144,2024-03-08,2
U0169,P0157,2025-12-07,5
U0343,P0165,2025-02-08,4
U0229,P0159,2024-08-25,2
U0068,P0033,2024-04-01,2
U0196,P0038,2024-10-02,5
U0073,P0092,2024-03-25,3
U0376,P0086,2025-06-17,5
U0201,P0136,2025-11-22,5
U0494,P0026,2024-10-20,4
U0357,P0065,2024-02-03,4
U0454,P0149,2024-07-06,5
U0380,P0207,2024-05-15,4
U0136,P0116,2024-05-08,5
U0366,P0012,2025-09-27,2
U0283,P0167,2025-12-23,5
U0292,P0098,2024-03-26,5
U0332,P0125,2025-05-03,4
U0097,P0078,2024-06-02,4
U0275,P0214,2025-01-06,4
U0287,P0072,2025-07-11,4
U0385,P0190,2024-04-05,5
U0079,P0060,2024-03-01,3
U0111,P0053,2024-01-08,4
U0376,P0172,2025-08-12,5
U0006,P0157,2024-08-20,5
U0385,P0064,2024-03-09,5
U0467,P0200,2025-08-06,4
U0111,P0037,2024-03-18,4
U0035,P0205,2024-02-15,5
U0150,P0153,2024-08-27,5
U0212,P0067,2025-12-25,5
U0426,P0165,2025-06-27,4
U0055,P0214,2024-05-02,4
U0447,P0040,2025-11-05,4
U0447,P0047,2024-06-20,2
U0198,P0002,2025-12-09,5
U0372,P0064,2025-04-21,4
U0294,P0020,2024-02-05,3
U0495,P0084,2025-12-18,4
U0471,P0013,2024-08-28,2
U0423,P0030,2024-10-05,4
U0301,P0159,2025-12-12,4
U0163,P0196,2024-08-04,4
U0073,P0100,2025-04-08,5
U0094,P0122,2025-03-05,3
U0091,P0122,2025-10-21,4
U0379,P0178,2024-04-10,4
U0227,P0214,2024-05-17,5
U0473,P0084,2025-01-26,4
U0393,P0014,2024-10-25,5
U0098,P0115,2025-05-20,5
U0082,P0154,2025-07-08,4
U0232,P0122,2025-03-06,5
U0291,P0039,2024-07-12,5
U0073,P0035,2024-11-12,5
U0147,P0153,2025-04-02,4
U0206,P0061,2025-11-24,5
U0172,P0160,2024-11-22,5
U0050,P0002,2024-11-18,5
U0021,P0021,2024-12-28,4
U0420,P0046,2024-02-27,4
U0262,P0029,2025-09-05,5
U0279,P0071,2025-05-01,3
U0299,P0204,2025-09-18,3
U0159,P0193,2024-11-01,2
U0469,P0114,2025-04-27,4
U0168,P0100,2025-05-28,4
U0160,P0031,2025-12-05,4
U0338,P0094,2024-12-14,5
U0009,P0203,2024-05-06,5
U0273,P0161,2025-12-16,5
U0470,P0198,2024-02-16,5
U0229,P0221,2025-10-23,5
U0334,P0012,2024-12-18,1
U0113,P0109,2025-01-24,5
U0087,P0016,2024-06-07,5
U0277,P0014,2025-04-28,3
U0165,P0084,2024-05-08,5
U0479,P0174,2025-10-06,5
U0290,P0016,2024-08-13,5
U0222,P0221,2025-04-28,4
U0452,P0157,2025-11-26,5
U0209,P0022,2025-11-04,5
U0091,P0203,2024-07-18,4
U0398,P0027,2024-03-22,5
U0081,P0198,2024-02-22,5
U0261,P0058,2025-03-15,5
U0373,P0136,2025-06-23,5
U0377,P0006,2025-08-16,4
U0334,P0014,2024-01-21,5
U0276,P0054,2024-02-20,3
U0311,P0046,2024-08-17,5
U0297,P0165,2024-09-23,4
U0367,P0039,2025-07-12,5
U0421,P0185,2024-10-28,4
U0425,P0061,2025-04-10,5
U0140,P0161,2024-08-24,4
U0074,P0106,2025-10-10,3
U0249,P0139,2025-05-22,5
U0131,P0157,2025-07-09,3
U0261,P0014,2025-02-14,4
U0148,P0133,2025-04-13,5
U0275,P0028,2025-05-25,5
U0006,P0043,2025-01-11,5
U0061,P0009,2024-07-05,5
U0021,P0005,2024-01-27,5
U0139,P0062,2025-09-04,5
U0001,P0097,2024-11-26,2
U0248,P0198,2024-10-20,5
U0135,P0191,2024-09-12,4
U0444,P0149,2025-06-01,2
U0109,P0164,2025-11-13,3
U0455,P0153,2025-11-07,1
U0496,P0100,2025-02-18,4
U0290,P0039,2025-07-15,5
U0258,P0185,2024-11-04,5
U0016,P0217,2025-06-23,3
U0156,P0065,2024-10-20,5
U0489,P0026,2025-03-10,5
U0194,P0078,2024-06-12,5
U0224,P0036,2025-07-25,4
U0481,P0032,2024-06-08,4
U0326,P0076,2025-01-09,4
U0246,P0078,2025-11-26,4
U0306,P0046,2025-03-04,5
U0419,P0202,2025-01-16,5
U0497,P0059,2025-04-04,4
U0425,P0153,2024-01-24,4
U0066,P0024,2024-12-25,4
U0473,P0037,2025-08-06,4
U0139,P0157,2024-10-12,5
U0365,P0142,2025-03-06,5
U0157,P0153,2024-12-28,4
U0208,P0136,2025-08-12,5
U0230,P0093,2024-09-28,5
U0186,P0201,2025-08-15,4
U0153,P0184,2025-02-27,5
U0154,P0147,2025-04-09,4
U0462,P0010,2025-04-16,5
U0016,P0203,2024-07-03,5
U0036,P0062,2024-07-02,5
U0260,P0130,2024-06-26,4
U0147,P0112,2024-06-22,3
U0093,P0122,2025-06-27,5
U0475,P0174,2025-09-02,3
U0290,P0092,2025-11-16,4
U0143,P0128,2024-12-16,4
U0194,P0152,2025-10-03,5
U0115,P0070,2024-10-20,5
U0455,P0108,2025-06-02,5
U0246,P0139,2024-11-23,4
U0049,P0139,2025-11-17,4
U0148,P0153,2025-05-24,5
U0398,P0046,2025-10-12,4
U0288,P0095,2025-06-21,5
U0179,P0033,2024-10-02,4
U0037,P0021,2025-12-18,5
U0460,P0162,2024-03-10,5
U0097,P0221,2025-02-15,1
U0169,P0136,2025-05-11,5
U0405,P0202,2025-08-25,5
U0268,P0134,2024-02-06,5
U0327,P0094,2025-07-28,5
U0397,P0190,2025-09-03,4
U0455,P0189,2024-02-15,4
U0025,P0041,2025-07-19,4
U0422,P0023,2025-12-17,5
U0011,P0119,2024-11-11,4
U0345,P0073,2024-10-08,5
U0041,P0167,2024-10-16,4
U0331,P0090,2024-04-24,4
U0294,P0176,2025-09-26,3
U0258,P0011,2025-06-02,5
U0106,P0164,2025-04-13,5
U0072,P0021,2024-12-12,5
U0307,P0122,2024-06-08,5
U0031,P0161,2025-09-11,5
U0385,P0111,2024-06-21,5
U0334,P0166,2025-04-19,4
U0096,P0203,2024-07-10,4
U0490,P0011,2024-09-08,4
U0210,P0061,2025-03-17,3
U0414,P0041,2025-02-02,5
U0320,P0119,2025-11-07,4
U0447,P0077,2025-05-02,5
U0494,P0084,2024-03-16,5
U0005,P0157,2025-04-14,3
U0439,P0030,2025-11-09,5
U0118,P0037,2024-10-14,5
U0134,P0221,2024-10-06,4
U0275,P0072,2025-05-28,4
U0492,P0084,2025-09-24,5
U0070,P0032,2025-05-07,2
U0492,P0029,2024-07-27,5
U0139,P0197,2024-04-10,5
U0106,P0070,2025-09-08,5
U0049,P0002,2024-10-04,5
U0497,P0061,2024-07-05,4
U0404,P0041,2025-02-21,5
U0442,P0022,2024-12-21,4
U0389,P0027,2024-12-23,4
U0303,P0070,2024-10-07,4
U0191,P0062,2024-01-20,4
U0316,P0122,2024-05-18,5
U0244,P0119,2025-10-14,4
U0091,P0178,2025-03-06,4
U0136,P0178,2024-03-14,3
U0274,P0014,2024-04-10,4
U0356,P0015,2024-01-02,5
U0400,P0101,2025-12-05,3
U0239,P0093,2024-01-04,4
U0111,P0023,2024-01-21,4
U0277,P0145,2024-12-17,4
U0039,P0127,2024-03-04,2
U0422,P0061,2025-02-16,3
U0243,P0117,2025-05-08,4
U0075,P0195,2025-05-28,5
U0074,P0178,2024-03-11,4
U0073,P0171,2024-10-09,4
U0453,P0051,2024-04-22,4
U0329,P0081,2024-04-05,4
U0041,P0155,2025-12-18,2
U0497,P0070,2025-12-12,5
U0180,P0128,2024-02-04,5
U0298,P0024,2024-07-18,5
U0388,P0188,2025-05-16,5
U0406,P0132,2025-03-07,4
U0031,P0129,2025-05-15,4
U0421,P0023,2024-10-02,4
U0318,P0034,2024-07-10,2
U0478,P0052,2025-10-24,5
U0427,P0061,2024-05-18,4
U0259,P0130,2025-06-09,4
U0076,P0003,2024-02-06,4
U0373,P0207,2024-06-11,1
U0107,P0001,2024-01-01,5
U0193,P0090,2025-08-08,5
U0314,P0041,2024-02-09,3
U0489,P0024,2025-10-25,5
U0078,P0036,2025-04-15,5
U0298,P0198,2025-12-23,5
U0199,P0090,2025-09-27,5
U0483,P0141,2025-08-09,4
U0418,P0151,2025-11-08,4
U0061,P0186,2024-08-03,5
U0268,P0082,2024-11-20,5
U0190,P0085,2024-10-26,4
U0413,P0004,2024-06-07,4
U0442,P0108,2024-12-02,3
U0282,P0050,2024-12-25,5
U0047,P0039,2024-11-08,5
U0306,P0074,2024-03-13,3
U0272,P0161,2025-05-23,4
U0327,P0106,2025-03-08,4
U0045,P0002,2024-09-23,4
U0481,P0084,2025-06-19,1
U0341,P0102,2024-01-02,4
U0089,P0122,2025-07-01,3
U0066,P0207,2024-08-03,2
U0371,P0045,2024-03-19,5
U0474,P0018,2025-02-05,2
U0367,P0117,2025-07-25,4
U0490,P0188,2025-05-13,5
U0497,P0168,2024-03-15,4
U0113,P0077,2025-01-04,5
U0171,P0023,2025-12-24,5
U0105,P0080,2025-03-09,4
U0286,P0022,2025-07-18,4
U0384,P0212,2025-11-06,4
U0002,P0157,2025-06-23,5
U0488,P0084,2025-02-20,5
U0453,P0219,2025-09-28,5
U0405,P0122,2025-02-22,4
U0031,P0093,2024-01-14,5
U0056,P0078,2025-05-05,3
U0161,P0208,2024-05-02,4
U0215,P0193,2025-09-05,5
U0078,P0178,2025-10-24,5
U0403,P0125,2025-05-21,5
U0393,P0046,2025-04-18,5
U0002,P0110,2024-05-08,4
U0301,P0129,2024-12-03,5
U0142,P0047,2024-07-13,4
U0419,P0041,2024-02-06,5
U0043,P0048,2024-01-04,5
U0218,P0061,2025-03-04,5
U0329,P0099,2024-01-07,4
U0358,P0086,2025-09-27,5
U0310,P0013,2024-02-26,4
U0481,P0059,2025-02-08,3
U0302,P0196,2025-01-25,5
U0453,P0195,2025-11-23,5
U0385,P0185,2025-02-19,5
U0433,P0120,2025-06-01,5
U0040,P0125,2025-04-11,5
U0362,P0117,2024-09-17,5
U0429,P0030,2025-03-25,4
U0240,P0221,2024-07-01,5
U0241,P0040,2024-04-22,5
U0389,P0138,2025-08-16,5
U0429,P0185,2025-09-28,3
U0188,P0120,2024-01-06,5
U0343,P0050,2024-04-13,5
U0084,P0032,2025-10-02,5
U0197,P0196,2025-09-12,5
U0011,P0157,2025-02-14,5
U0061,P0107,2024-02-11,3
U0060,P0077,2024-07-03,1
U0476,P0174,2025-01-27,5
U0393,P0190,2025-04-23,5
U0058,P0222,2024-10-05,4
U0308,P0020,2024-06-28,4
U0194,P0090,2025-12-10,4
U0407,P0132,2025-04-10,5
U0048,P0002,2024-05-16,4
U0394,P0126,2025-02-11,4
U0283,P0050,2024-09-25,3
U0230,P0085,2024-03-08,5
U0392,P0046,2024-06-12,4
U0193,P0164,2024-11-26,5
U0223,P0216,2025-05-14,5
U0236,P0195,2025-02-12,4
U0135,P0124,2024-08-22,5
U0158,P0136,2024-03-15,4
U0038,P0129,2025-12-15,5
U0197,P0002,2024-06-09,5
U0202,P0104,2024-08-06,5
U0427,P0030,2025-07-14,4
U0496,P0122,2025-12-05,4
U0221,P0214,2025-10-02,4
U0344,P0205,2025-09-17,5
U0303,P0046,2024-12-11,5
U0399,P0027,2025-01-22,5
U0428,P0038,2025-04-19,4
U0043,P0084,2025-07-09,5
U0161,P0023,2025-08-02,5
U0257,P0119,2025-12-11,4
U0301,P0008,2024-09-09,3
U0384,P0117,2024-03-02,5
U0090,P0038,2025-02-04,5
U0428,P0061,2025-07-20,3
U0030,P0041,2025-02-10,4
U0283,P0176,2024-01-12,4
U0054,P0149,2024-04-19,5
U0383,P0046,2024-02-09,4
U0453,P0005,2024-02-13,5
U0229,P0011,2025-11-01,5
U0150,P0010,2024-07-27,4
U0130,P0097,2024-02-28,5
U0082,P0178,2025-04-18,1
U0114,P0009,2025-06-09,3
U0419,P0084,2024-12-20,4
U0310,P0046,2024-08-06,5
U0061,P0057,2025-11-02,4
U0396,P0138,2024-03-27,4
U0215,P0050,2024-08-28,4
U0302,P0041,2025-01-15,5
U0259,P0112,2025-01-14,5
U0187,P0217,2024-03-02,5
U0341,P0027,2024-10-02,4
U0396,P0014,2025-04-20,2
U0133,P0116,2024-03-06,4
U0099,P0198,2024-03-08,4
U0464,P0085,2025-01-04,5
U0374,P0195,2025-06-26,5
U0414,P0202,2024-04-07,5
U0151,P0101,2024-10-14,3
U0289,P0138,2024-02-05,5
U0404,P0008,2024-03-19,3
U0308,P0015,2024-03-08,5
U0206,P0031,2025-05-19,4
U0197,P0090,2024-10-07,5
U0176,P0204,2024-10-05,4
U0370,P0117,2025-08-11,4
U0360,P0086,2025-02-15,5
U0463,P0174,2025-01-07,4
U0055,P0046,2025-06-01,4
U0052,P0002,2025-04-22,5
U0265,P0125,2025-11-05,4
U0310,P0096,2025-03-05,5
U0257,P0057,2025-12-18,5
U0303,P0217,2025-09-16,4
U0425,P0019,2024-03-19,5
U0286,P0050,2025-10-02,4
U0240,P0171,2025-07-09,3
U0267,P0014,2025-12-17,5
U0425,P0044,2025-12-14,5
U0245,P0130,2024-12-17,4
U0247,P0198,2024-06-10,5
U0442,P0082,2025-02-26,5
U0087,P0198,2024-06-01,5
U0087,P0077,2025-03-18,4
U0302,P0047,2024-02-28,5
U0090,P0203,2025-07-06,5
U0228,P0221,2025-01-09,5
U0457,P0152,2025-07-07,4
U0245,P0166,2024-01-23,4
U0039,P0200,2024-04-12,5
U0276,P0035,2024-05-27,4
U0045,P0057,2025-01-23,2
U0495,P0061,2024-08-16,5
U0057,P0192,2025-01-16,5
U0446,P0084,2024-12-17,5
U0182,P0002,2025-04-15,4
U0139,P0045,2025-11-05,5
U0345,P0054,2025-02-01,5
U0406,P0073,2024-07-10,3
U0103,P0100,2025-05-27,4
U0469,P0118,2024-08-16,5
U0487,P0029,2025-12-07,5
U0451,P0152,2025-06-28,4
U0045,P0127,2024-03-10,5
U0022,P0074,2024-08-10,4
U0087,P0122,2025-06-26,4
U0085,P0122,2025-12-08,4
U0089,P0178,2025-02-21,1
U0491,P0059,2024-09-28,4
U0309,P0217,2024-08-18,3
U0345,P0112,2025-11-21,4
U0049,P0181,2025-05-07,4
U0203,P0022,2025-11-28,4
U0213,P0031,2025-03-22,5
U0387,P0046,2024-06-22,4
U0356,P0112,2024-01-05,4
U0474,P0148,2024-01-25,5
U0172,P0161,2025-01-10,5
U0187,P0108,2024-06-02,4
U0127,P0045,2024-04-01,4
U0331,P0012,2024-07-16,5
U0455,P0141,2024-03-24,4
U0211,P0122,2025-02-20,1
U0414,P0100,2025-04-19,4
U0156,P0044,2025-07-01,5
U0162,P0164,2025-01-28,5
U0155,P0010,2024-12-15,3
U0332,P0109,2024-09-28,4
U0296,P0174,2024-08-07,5
U0430,P0173,2024-08-04,5
U0215,P0197,2024-04-15,3
U0378,P0002,2025-05-20,4
U0208,P0061,2024-04-23,5
U0275,P0171,2024-02-22,5
U0355,P0112,2025-10-20,5
U0231,P0221,2024-02-20,4
U0276,P0161,2025-05-20,5
U0491,P0060,2025-11-26,4
U0028,P0201,2024-08-24,5
U0213,P0143,2025-11-13,5
U0139,P0174,2024-06-21,5
U0443,P0014,2024-07-21,5
U0452,P0186,2024-11-17,3
U0001,P0157,2024-02-16,3
U0307,P0106,2025-01-15,5
U0105,P0134,2024-09-21,5
U0493,P0117,2024-07-05,5
U0308,P0141,2024-11-28,5
U0427,P0114,2025-01-22,5
U0488,P0026,2025-02-03,4
U0002,P0097,2024-12-20,5
U0198,P0044,2025-07-13,3
U0062,P0073,2025-04-22,5
U0167,P0098,2024-11-09,4
U0268,P0125,2024-02-06,1
U0300,P0029,2024-08-12,4
U0128,P0167,2025-01-05,5
U0151,P0153,2024-12-10,2
U0405,P0008,2024-04-28,4
U0280,P0054,2025-08-08,5
U0142,P0103,2025-03-07,5
U0207,P0155,2025-05-19,3
U0070,P0066,2024-10-17,4
U0085,P0145,2024-01-13,4
U0038,P0146,2025-03-07,5
U0466,P0154,2024-10-24,5
U0488,P0064,2024-06-25,5
U0245,P0103,2025-12-16,4
U0096,P0178,2024-05-04,4
U0269,P0014,2025-10-27,4
U0382,P0046,2024-03-05,4
U0371,P0018,2025-12-21,5
U0375,P0019,2024-05-04,1
U0265,P0127,2025-03-21,5
U0241,P0198,2025-11-11,5
U0318,P0167,2024-01-17,4
U0173,P0008,2025-07-14,5
U0410,P0008,2025-03-19,5
U0424,P0210,2024-11-28,4
U0274,P0161,2024-08-22,4
U0322,P0115,2025-07-04,5
U0079,P0167,2025-01-10,4
U0062,P0082,2024-02-22,4
U0339,P0218,2025-02-01,3
U0251,P0130,2024-08-12,3
U0391,P0012,2024-12-11,5
U0382,P0153,2024-10-07,5
U0100,P0203,2024-05-24,4
U0151,P0080,2025-08-10,5
U0001,P0127,2025-01-15,5
U0274,P0169,2024-06-03,5
U0212,P0136,2024-08-21,2
U0471,P0219,2025-02-16,5
U0493,P0222,2025-02-09,4
U0099,P0010,2024-09-26,4
U0380,P0158,2025-08-09,4
U0410,P0172,2025-04-20,5
U0421,P0030,2025-01-19,4
U0425,P0184,2025-06-10,3
U0142,P0195,2024-10-26,5
U0013,P0151,2025-07-25,4
U0482,P0011,2024-09-12,5
U0279,P0054,2024-11-15,5
U0081,P0087,2024-07-10,5
U0364,P0222,2024-12-08,4
U0214,P0143,2024-10-15,4
U0436,P0114,2024-07-16,2
U0369,P0143,2025-01-20,4
U0348,P0154,2024-09-27,5
U0444,P0152,2024-11-28,5
U0416,P0041,2024-06-18,4
U0174,P0023,2024-07-08,4
U0062,P0178,2024-05-15,5
U0345,P0038,2024-06-08,5
U0241,P0122,2025-05-12,5
U0152,P0178,2024-11-07,3
U0296,P0039,2025-07-05,5
U0193,P0094,2024-01-05,5
U0038,P0078,2024-03-12,4
U0285,P0002,2024-07-17,4
U0170,P0014,2025-04-02,4
U0455,P0166,2025-05-27,1
U0280,P0161,2024-10-02,5
U0085,P0198,2024-03-12,3
U0312,P0122,2024-08-25,4
U0240,P0094,2024-02-19,5
U0096,P0011,2024-10-23,5
U0179,P0127,2025-11-11,4
U0140,P0152,2024-01-11,4
U0286,P0073,2025-06-08,5
U0062,P0153,2025-06-21,4
U0391,P0138,2024-03-20,5
U0359,P0073,2024-07-04,5
U0152,P0010,2025-07-01,3
U0181,P0017,2025-09-12,2
U0192,P0175,2024-02-15,4
U0372,P0024,2025-08-26,3
U0217,P0136,2025-10-02,4
U0108,P0164,2025-08-19,4
U0375,P0055,2024-11-26,4
U0481,P0120,2024-06-24,4
U0294,P0021,2025-07-24,5
U0434,P0149,2024-07-11,4
U0064,P0073,2025-12-20,4
U0322,P0118,2025-09-01,4
U0240,P0159,2024-12-23,4
U0243,P0023,2025-04-28,1
U0329,P0012,2024-01-20,4
U0436,P0177,2025-04-26,5
U0149,P0010,2024-06-08,5
U0193,P0152,2024-05-06,4
U0471,P0174,2024-12-18,5
U0123,P0006,2024-05-23,5
U0034,P0041,2024-03-17,4
U0071,P0107,2025-11-03,5
U0005,P0124,2025-06-28,3
U0432,P0061,2024-07-02,5
U0227,P0195,2024-04-18,5
U0404,P0202,2024-11-05,4
U0389,P0190,2024-08-15,4
U0213,P0130,2024-07-13,5
U0002,P0162,2024-04-13,5
U0172,P0044,2025-03-21,4
U0373,P0164,2025-12-10,5
U0068,P0070,2024-11-21,5
U0243,P0094,2024-07-15,4
U0432,P0213,2024-01-27,2
U0362,P0012,2025-11-28,5
U0484,P0059,2025-12-03,4
U0249,P0054,2024-09-07,5
U0358,P0174,2025-12-19,5
U0468,P0110,2024-10-24,5
U0162,P0004,2025-10-23,5
U0397,P0076,2024-03-05,5
U0500,P0026,2024-03-04,4
U0413,P0170,2024-06-20,4
U0094,P0112,2024-03-07,5
U0424,P0164,2024-06-13,5
U0383,P0138,2024-09-25,5
U0333,P0014,2025-02-13,5
U0197,P0188,2024-12-24,4
U0329,P0014,2025-12-19,5
U0498,P0070,2025-01-25,5
U0320,P0046,2024-11-18,4
U0002,P0220,2025-03-07,4
U0031,P0041,2025-02-13,4
U0183,P0188,2025-11-17,4
U0143,P0184,2025-06-11,5
U0184,P0091,2024-03-09,4
U0267,P0107,2024-05-22,3
U0131,P0106,2024-05-28,4
U0036,P0151,2025-05-01,3
U0435,P0052,2025-09-14,1
U0398,P0014,2025-01-24,3
U0011,P0105,2024-01-20,4
U0263,P0016,2024-01-26,5
U0375,P0012,2024-01-20,5
U0143,P0055,2025-11-19,1
U0422,P0153,2025-10-16,3
U0140,P0106,2025-02-07,4
U0153,P0178,2025-04-12,5
U0194,P0126,2025-09-01,5
U0256,P0058,2025-11-01,5
U0300,P0195,2024-03-22,5
U0182,P0154,2024-06-17,4
U0431,P0120,2024-05-05,2
U0050,P0181,2025-08-10,5
U0236,P0093,2024-11-10,3
U0466,P0185,2024-04-01,5
U0387,P0215,2025-11-17,5
U0126,P0057,2024-07-01,5
U0185,P0097,2025-03-15,4
